"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Auckland","Auckland","-36.84853","174.76349","New Zealand","NZ","","Auckland","","1547200","306"
"Isfahan","Isfahan","32.65246","51.67462","Iran","IR","","Isfahan","","1547164","307"
"Wanzhou","Wanzhou","30.76451","108.39586","China","CN","","Chongqing","","1545900","308"
"Harare","Harare","-17.82772","31.05337","Zimbabwe","ZW","","Harare","","1542813","309"
"Monrovia","Monrovia","6.30054","-10.7969","Liberia","LR","","Montserrado County","","1542549","310"
"Putian","Putian","25.43944","119.01028","China","CN","","Fujian","","1539389","311"
"Kawasaki","Kawasaki","35.52056","139.71722","Japan","JP","","Kanagawa","","1538262","312"
"Goiânia","Goiania","-16.67861","-49.25389","Brazil","BR","","Goiás","","1536097","313"
"San Antonio","San Antonio","29.42412","-98.49363","United States","US","","Texas","","1526656","314"
"Kobe","Kobe","34.6913","135.183","Japan","JP","","Hyōgo","","1525152","315"
"Stockholm","Stockholm","59.32938","18.06871","Sweden","SE","","Stockholm","","1515017","316"
"Ciudad Juárez","Ciudad Juarez","31.72024","-106.46084","Mexico","MX","","Chihuahua","","1512450","317"
"Cần Thơ","Can Tho","10.03711","105.78825","Vietnam","VN","","Can Tho City","","1507187","318"
"Munich","Munich","48.13743","11.57549","Germany","DE","","Bavaria","","1505005","319"
"Khulna","Khulna","22.80979","89.56439","Bangladesh","BD","","Khulna Division","","1500689","320"
"Belém","Belem","-1.45583","-48.50444","Brazil","BR","","Pará","","1499641","321"
"Yekaterinburg","Yekaterinburg","56.85733","60.61529","Russia","RU","","Sverdlovsk Oblast","","1495066","322"
"Porto Alegre","Porto Alegre","-30.03283","-51.23019","Brazil","BR","","Rio Grande do Sul","","1488252","323"
"Yinchuan","Yinchuan","38.46806","106.27306","China","CN","","Ningxia","","1487579","324"
"Manhattan","Manhattan","40.78343","-73.96625","United States","US","","New York","","1487536","325"
"Nashik","Nashik","19.99727","73.79096","India","IN","","Maharashtra","","1486053","326"
"Taizhou","Taizhou","28.66266","121.43312","China","CN","","Zhejiang","","1485502","327"
"Asunción","Asuncion","-25.28646","-57.647","Paraguay","PY","","Asuncion","","1482200","328"
"Yiwu","Yiwu","29.31506","120.07676","China","CN","","Zhejiang","","1481384","329"
"Zapopan","Zapopan","20.72111","-103.38742","Mexico","MX","","Jalisco","","1476491","330"
"Adelaide","Adelaide","-34.92866","138.59863","Australia","AU","","South Australia","","1469163","331"
"Quanzhou","Quanzhou","24.91389","118.58583","China","CN","","Fujian","","1469157","332"
"Madurai","Madurai","9.919","78.11953","India","IN","","Tamil Nadu","","1465625","333"
"Jinhua","Jinhua","29.10678","119.64421","China","CN","","Zhejiang","","1463990","334"
"Kyoto","Kyoto","35.02107","135.75385","Japan","JP","","Kyoto","","1463723","335"
"Cixi","Cixi","30.1764","121.2457","China","CN","","Zhejiang","","1457510","336"
"Changde","Changde","29.03205","111.69844","China","CN","","Hunan","","1457419","337"
"Kuala Lumpur","Kuala Lumpur","3.1412","101.68653","Malaysia","MY","","Kuala Lumpur","","1453975","338"
"Kayseri","Kayseri","38.73222","35.48528","Turkey","TR","","Kayseri","","1452458","339"
"Kaifeng","Kaifeng","34.7986","114.30742","China","CN","","Henan","","1451741","340"
"Anshan","Anshan","41.12361","122.99","China","CN","","Liaoning","","1450000","341"
"Karaj","Karaj","35.83266","50.99155","Iran","IR","","Alborz Province","","1448075","342"
"Kathmandu","Kathmandu","27.70169","85.3206","Nepal","NP","","Bagmati Province","","1442271","343"
"Daejeon","Daejeon","36.34913","127.38493","South Korea","KR","","Daejeon","","1441203","344"
"Baoji","Baoji","34.36775","107.23705","China","CN","","Shaanxi","","1437802","345"
"Suqian","Suqian","33.94917","118.29583","China","CN","","Jiangsu","","1437685","346"
"Liuzhou","Liuzhou","24.32405","109.40698","China","CN","","Guangxi","","1436599","347"
"Tirunelveli","Tirunelveli","8.72742","77.6838","India","IN","","Tamil Nadu","","1435844","348"
"Konya","Konya","37.87135","32.48464","Turkey","TR","","Konya","","1433861","349"
"Zhangjiagang","Zhangjiagang","31.865","120.53889","China","CN","","Jiangsu","","1432044","350"
"Agra","Agra","27.18333","78.01667","India","IN","","Uttar Pradesh","","1430055","351"
"Tabriz","Tabriz","38.08","46.2919","Iran","IR","","East Azerbaijan","","1424641","352"
"Makassar","Makassar","-5.14861","119.43194","Indonesia","ID","","South Sulawesi","","1423877","353"
"Kharkiv","Kharkiv","49.98177","36.25475","Ukraine","UA","","Kharkivs’ka Oblast’","","1421125","354"
"Jinjiang","Jinjiang","24.81978","118.57415","China","CN","","Fujian","","1416151","355"
"Faridabad","Faridabad","28.41124","77.31316","India","IN","","Haryana","","1414050","356"
"Bozhou","Bozhou","33.87722","115.77028","China","CN","","Anhui","","1409436","357"
"Qujing","Qujing","25.48333","103.78333","China","CN","","Yunnan","","1408500","358"
"South Tangerang","South Tangerang","-6.28862","106.71789","Indonesia","ID","","Banten","","1404785","359"
"San Diego","San Diego","32.71571","-117.16472","United States","US","","California","","1404452","360"
"Gwangju","Gwangju","35.15472","126.91556","South Korea","KR","","Gwangju","","1401235","361"
"Zhanjiang","Zhanjiang","21.23391","110.38749","China","CN","","Guangdong","","1400709","362"
"Fushun","Fushun","41.88669","123.94363","China","CN","","Liaoning","","1400646","363"
"Rājkot","Rajkot","22.29161","70.79322","India","IN","","Gujarat","","1390640","364"
"Luoyang","Luoyang","34.67345","112.43684","China","CN","","Henan","","1390581","365"
"Guadalajara","Guadalajara","20.67738","-103.34749","Mexico","MX","","Jalisco","","1385629","366"
"The Bronx","The Bronx","40.84985","-73.86641","United States","US","","New York","","1385108","367"
"Guankou","Guankou","28.15861","113.62709","China","CN","","Hunan","","1380000","368"
"Huế","Hue","16.4619","107.59546","Vietnam","VN","","Thừa Thiên Huế Province","","1380000","369"
"Milan","Milan","45.46427","9.18951","Italy","IT","","Lombardy","","1371498","370"
"Najafgarh","Najafgarh","28.60922","76.97982","India","IN","","Delhi","","1365000","371"
"N'Djamena","N'Djamena","12.10672","15.0444","Chad","TD","","N’Djaména","","1359526","372"
"Handan","Handan","36.60999","114.48764","China","CN","","Hebei","","1358318","373"
"Bannu","Bannu","32.98527","70.60403","Pakistan","PK","","Khyber Pakhtunkhwa","","1357890","374"
"Yichang","Yichang","30.71444","111.28472","China","CN","","Hubei","","1350150","375"
"Antananarivo","Antananarivo","-18.91368","47.53613","Madagascar","MG","","Analamanga","","1349501","376"
"Heze","Heze","35.23929","115.47358","China","CN","","Shandong","","1346717","377"
"Abobo","Abobo","5.41613","-4.0159","Ivory Coast","CI","","Abidjan Autonomous District","","1340083","378"
"Jamshedpur","Jamshedpur","22.80278","86.18545","India","IN","","Jharkhand","","1339438","379"
"Douala","Douala","4.04827","9.70428","Cameroon","CM","","Littoral","","1338082","380"
"Antalya","Antalya","36.90812","30.69556","Turkey","TR","","Antalya","","1335002","381"
"Basrah","Basrah","30.50852","47.7804","Iraq","IQ","","Basra","","1326564","382"
"Dallas","Dallas","32.78306","-96.80667","United States","US","","Texas","","1326087","383"
"Saitama","Saitama","35.90807","139.65657","Japan","JP","","Saitama","","1324854","384"
"Gorakhpur","Gorakhpur","29.44768","75.67206","India","IN","","Haryana","","1324570","385"
"Niamey","Niamey","13.51366","2.1098","Niger","NE","","Niamey","","1323691","386"
"Liupanshui","Liupanshui","26.59444","104.83333","China","CN","","Guizhou","","1320825","387"
"Taguig","Taguig","14.5243","121.0792","Philippines","PH","","National Capital Region","","1308085","388"
"Maoming","Maoming","21.66625","110.91364","China","CN","","Guangdong","","1307802","389"
"Calgary","Calgary","51.05011","-114.08529","Canada","CA","","Alberta","","1306784","390"
"Tripoli","Tripoli","32.88743","13.18733","Libya","LY","","Tripoli","","1302947","391"
"Callao","Callao","-12.05162","-77.13452","Peru","PE","","Callao","","1300000","392"
"Madinah","Madinah","24.46861","39.61417","Saudi Arabia","SA","","Medina Region","","1300000","393"
"Yaoundé","Yaounde","3.86667","11.51667","Cameroon","CM","","Centre","","1299369","394"
"Qinzhou","Qinzhou","21.98247","108.65061","China","CN","","Guangxi","","1296300","395"
"Luohe","Luohe","33.57424","114.03261","China","CN","","Henan","","1294974","396"
"Xiangyang","Xiangyang","32.0422","112.14479","China","CN","","Hubei","","1294733","397"
"Yangjiang","Yangjiang","21.85563","111.96272","China","CN","","Guangdong","","1292987","398"
"Yixing","Yixing","31.36059","119.82016","China","CN","","Jiangsu","","1285785","399"
"Pimpri","Pimpri","18.62292","73.80696","India","IN","","Maharashtra","","1284606","400"
"Da Nang","Da Nang","16.06778","108.22083","Vietnam","VN","","Da Nang City","","1276000","401"
"Amman","Amman","31.95522","35.94503","Jordan","JO","","Amman","","1275857","402"
"Budta","Budta","7.20417","124.43972","Philippines","PH","","Autonomous Region in Muslim Mindanao","","1273715","403"
"Belgrade","Belgrade","44.80401","20.46513","Serbia","RS","","Central Serbia","","1273651","404"
"Biên Hòa","Bien Hoa","10.94469","106.82432","Vietnam","VN","","Dong Nai","","1272235","405"
"Qingpu","Qingpu","31.15394","121.11408","China","CN","","Shanghai","","1271424","406"
"Montevideo","Montevideo","-34.90328","-56.18816","Uruguay","UY","","Montevideo Department","","1270737","407"
"Xuchang","Xuchang","34.03189","113.86299","China","CN","","Henan","","1265536","408"
"Kalyān","Kalyan","19.2437","73.13554","India","IN","","Maharashtra","","1262255","409"
"Zigong","Zigong","29.34162","104.77689","China","CN","","Sichuan","","1262064","410"
"Nizhniy Novgorod","Nizhniy Novgorod","56.32867","44.00205","Russia","RU","","Nizhny Novgorod Oblast","","1259013","411"
"Jepara","Jepara","-6.5924","110.671","Indonesia","ID","","Central Java","","1257912","412"
"Maputo","Maputo","-25.96553","32.58322","Mozambique","MZ","","Maputo City","","1254837","413"
"Xuzhou","Xuzhou","34.20442","117.28386","China","CN","","Jiangsu","","1253991","414"
"Dammam","Dammam","26.43442","50.10326","Saudi Arabia","SA","","Eastern Province","","1252523","415"
"Ra’s Bayrūt","Ra's Bayrut","33.9","35.48333","Lebanon","LB","","Beirut","","1251739","416"
"Neijiang","Neijiang","29.58354","105.06216","China","CN","","Sichuan","","1251095","417"
"Shiraz","Shiraz","29.61031","52.53113","Iran","IR","","Fars","","1249942","418"
"Heshan","Heshan","28.56938","112.34733","China","CN","","Hunan","","1249807","419"
"Dombivali","Dombivali","19.21667","73.08333","India","IN","","Maharashtra","","1247327","420"
"Kananga","Kananga","-5.89624","22.41659","Democratic Republic of the Congo","CD","","Kasai-Central","","1247168","421"
"Kazan","Kazan","55.78874","49.12214","Russia","RU","","Tatarstan Republic","","1243500","422"
"Jining","Jining","35.405","116.58139","China","CN","","Shandong","","1241012","423"
"Barquisimeto","Barquisimeto","10.0647","-69.35703","Venezuela","VE","","Lara","","1240714","424"
"Shubrā al Khaymah","Shubra al Khaymah","30.12511","31.25053","Egypt","EG","","Qalyubia","","1240289","425"
"Putuo","Putuo","31.251","121.3897","China","CN","","Shanghai","","1239100","426"
"Port-au-Prince","Port-au-Prince","18.54349","-72.33881","Haiti","HT","","Ouest","","1234742","427"
"Suwon","Suwon","37.29111","127.00889","South Korea","KR","","Gyeonggi-do","","1234582","428"
"Xinyang","Xinyang","32.12278","114.06556","China","CN","","Henan","","1230042","429"
"Liaocheng","Liaocheng","36.45064","116.00247","China","CN","","Shandong","","1229768","430"
"Jinzhong","Jinzhong","37.68403","112.75471","China","CN","","Shanxi","","1226617","431"
"Meerut","Meerut","28.98002","77.70636","India","IN","","Uttar Pradesh","","1223184","432"
"Virār","Virar","19.45591","72.81136","India","IN","","Maharashtra","","1222390","433"
"Nowrangapur","Nowrangapur","19.23114","82.54826","India","IN","","Odisha","","1220946","434"
"Karbala","Karbala","32.61603","44.02488","Iraq","IQ","","Karbala","","1218732","435"
"Changzhi","Changzhi","36.18389","113.10528","China","CN","","Shanxi","","1214940","436"
"Tianshui","Tianshui","34.57952","105.74238","China","CN","","Gansu","","1212791","437"
"Sadr City","Sadr City","33.3889","44.4583","Iraq","IQ","","Baghdad","","1211849","438"
"Yangpu","Yangpu","31.26193","121.51904","China","CN","","Shanghai","","1210800","439"
"Mombasa","Mombasa","-4.05466","39.66359","Kenya","KE","","Mombasa County","","1208333","440"
"Mandalay","Mandalay","21.97473","96.08359","Myanmar","MM","","Mandalay Region","","1208099","441"
"Srinagar","Srinagar","34.08565","74.80555","India","IN","","Jammu and Kashmir","","1206419","442"
"Barranquilla","Barranquilla","10.96854","-74.78132","Colombia","CO","","Atlántico","","1206319","443"
"Chelyabinsk","Chelyabinsk","55.1611","61.42877","Russia","RU","","Chelyabinsk","","1202371","444"
"Mérida","Merida","20.967","-89.62318","Mexico","MX","","Yucatán","","1201000","445"
"Hiroshima","Hiroshima","34.4","132.45","Japan","JP","","Hiroshima","","1200754","446"
"Santiago de los Caballeros","Santiago de los Caballeros","19.45036","-70.69085","Dominican Republic","DO","","Santiago Province","","1200000","447"
"Shymkent","Shymkent","42.30988","69.60042","Kazakhstan","KZ","","Shymkent","","1200000","448"
"Weinan","Weinan","34.50355","109.50891","China","CN","","Shaanxi","","1199290","449"
"Ghāziābād","Ghaziabad","28.66535","77.43915","India","IN","","Uttar Pradesh","","1199191","450"
"Matola","Matola","-25.96222","32.45889","Mozambique","MZ","","Maputo Province","","1198988","451"
"Dhanbad","Dhanbad","23.79759","86.42992","India","IN","","Jharkhand","","1196214","452"
"Hong Kong Island","Hong Kong Island","22.26302","114.18419","Hong Kong","HK","","00","","1195529","453"
"Fes","Fes","34.03313","-5.00028","Morocco","MA","","Fes-Meknes","","1191905","454"
"Gustavo Adolfo Madero","Gustavo Adolfo Madero","19.49392","-99.11075","Mexico","MX","","Mexico City","","1185772","455"
"Nouakchott","Nouakchott","18.08581","-15.9785","Mauritania","MR","","","","1184530","456"
"Kisangani","Kisangani","0.51528","25.19099","Democratic Republic of the Congo","CD","","Tshopo","","1181788","457"
"Jiaxing","Jiaxing","30.7522","120.75","China","CN","","Zhejiang","","1180000","458"
"Aurangabad","Aurangabad","19.87757","75.34226","India","IN","","Maharashtra","","1175116","459"
"Zhongwei","Zhongwei","37.51129","105.19067","China","CN","","Ningxia","","1174600","460"
"Omsk","Omsk","54.99244","73.36859","Russia","RU","","Omsk Oblast","","1172070","461"
"Guarulhos","Guarulhos","-23.46278","-46.53333","Brazil","BR","","São Paulo","","1169577","462"
"Panjin","Panjin","41.121","122.0739","China","CN","","Liaoning","","1166481","463"
"Bandar Lampung","Bandar Lampung","-5.42917","105.26111","Indonesia","ID","","Lampung","","1166066","464"
"Prague","Prague","50.08804","14.42076","Czechia","CZ","","Prague","","1165581","465"
"Varanasi","Varanasi","25.31668","83.01041","India","IN","","Uttar Pradesh","","1164404","466"
"Batam","Batam","1.14937","104.02491","Indonesia","ID","","Riau","","1164352","467"
"Jiujiang","Jiujiang","29.70475","116.00206","China","CN","","Jiangxi","","1164268","468"
"Samara","Samara","53.20767","50.13553","Russia","RU","","Samara Oblast","","1163399","469"
"Aba","Aba","5.10658","7.36667","Nigeria","NG","","Abia State","","1160000","470"
"Amritsar","Amritsar","31.62234","74.87534","India","IN","","Punjab","","1159227","471"
"Birmingham","Birmingham","52.48142","-1.89983","United Kingdom","GB","","England","","1157603","472"
"Copenhagen","Copenhagen","55.67594","12.56553","Denmark","DK","","Capital Region","","1153615","473"
"Sofia","Sofia","42.69751","23.32415","Bulgaria","BG","","Sofia-Capital","","1152556","474"
"Anyang","Anyang","36.096","114.38278","China","CN","","Henan","","1146839","475"
"Yerevan","Yerevan","40.17765","44.5126","Armenia","AM","","Yerevan","","1144700","476"
"Luohu District","Luohu District","22.54721","114.13149","China","CN","","Guangdong","","1143801","477"
"Vijayawada","Vijayawada","16.50745","80.6466","India","IN","","Andhra Pradesh","","1143232","478"
"Fengxiang","Fengxiang","30.85841","121.46779","China","CN","","Shanghai","","1140872","479"
"Bijie","Bijie","27.30193","105.28627","China","CN","","Guizhou","","1137383","480"
"Monterrey","Monterrey","25.68435","-100.31721","Mexico","MX","","Nuevo León","","1135512","481"
"Kigali","Kigali","-1.94995","30.05885","Rwanda","RW","","Kigali","","1132686","482"
"Rostov-on-Don","Rostov-on-Don","47.21997","39.70769","Russia","RU","","Rostov","","1130305","483"
"Zhuzhou","Zhuzhou","27.83333","113.15","China","CN","","Hunan","","1129687","484"
"Bogor","Bogor","-6.59444","106.78917","Indonesia","ID","","West Java","","1127408","485"
"Malingao","Malingao","7.16083","124.475","Philippines","PH","","Soccsksargen","","1121974","486"
